GAME_ID,TEAM_ID,TEAM_NAME,SEASON_ID,MATCHUP,WIN,BUBBLE,PERSON_ID,PLAYER_FIRST,PLAYER_LAST,TEAM_CITY,HOME_TEAM,STARTING_5,DURATION,PLAYTIME_PP_PG,MIN 01,MIN 02,MIN 03,MIN 04,MIN 05,MIN 06,MIN 07,MIN 08,MIN 09,MIN 10,MIN 11,MIN 12,MIN 13,MIN 14,MIN 15,MIN 16,MIN 17,MIN 18,MIN 19,MIN 20,MIN 21,MIN 22,MIN 23,MIN 24,MIN 25,MIN 26,MIN 27,MIN 28,MIN 29,MIN 30,MIN 31,MIN 32,MIN 33,MIN 34,MIN 35,MIN 36,MIN 37,MIN 38,MIN 39,MIN 40,MIN 41,MIN 42,MIN 43,MIN 44,MIN 45,MIN 46,MIN 47,MIN 48
41500101,1610612739,Cavaliers,42015,CLE vs. DET,1,0,2210,Richard,Jefferson,Cleveland,1,False,239.79999999999998,719.4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
41500101,1610612739,Cavaliers,42015,CLE vs. DET,1,0,2544,LeBron,James,Cleveland,1,True,612.65,2450.6,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
41500101,1610612739,Cavaliers,42015,CLE vs. DET,1,0,2747,JR,Smith,Cleveland,1,True,531.15,2124.6,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
41500101,1610612739,Cavaliers,42015,CLE vs. DET,1,0,201567,Kevin,Love,Cleveland,1,True,766.1999999999999,2298.6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
41500101,1610612739,Cavaliers,42015,CLE vs. DET,1,0,202389,Timofey,Mozgov,Cleveland,1,False,274.0,274.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41500101,1610612739,Cavaliers,42015,CLE vs. DET,1,0,202681,Kyrie,Irving,Cleveland,1,True,563.0,2252.0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
41500101,1610612739,Cavaliers,42015,CLE vs. DET,1,0,202684,Tristan,Thompson,Cleveland,1,True,607.3333333333334,1822.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
41500101,1610612739,Cavaliers,42015,CLE vs. DET,1,0,202697,Iman,Shumpert,Cleveland,1,False,324.85,1299.4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41500101,1610612739,Cavaliers,42015,CLE vs. DET,1,0,203521,Matthew,Dellavedova,Cleveland,1,False,289.85,1159.4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
41500101,1610612765,Pistons,42015,DET @ CLE,0,0,2581,Steve,Blake,Detroit,0,False,286.3333333333333,859.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
41500101,1610612765,Pistons,42015,DET @ CLE,0,0,202694,Marcus,Morris Sr.,Detroit,0,True,793.6666666666666,2381.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
41500101,1610612765,Pistons,42015,DET @ CLE,0,0,202699,Tobias,Harris,Detroit,0,True,797.3333333333334,2392.0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
41500101,1610612765,Pistons,42015,DET @ CLE,0,0,202704,Reggie,Jackson,Detroit,0,True,505.25,2021.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
41500101,1610612765,Pistons,42015,DET @ CLE,0,0,203083,Andre,Drummond,Detroit,0,True,730.6666666666666,2192.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0
41500101,1610612765,Pistons,42015,DET @ CLE,0,0,203382,Aron,Baynes,Detroit,0,False,229.33333333333334,688.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
41500101,1610612765,Pistons,42015,DET @ CLE,0,0,203484,Kentavious,Caldwell-Pope,Detroit,0,True,767.3333333333334,2302.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
41500101,1610612765,Pistons,42015,DET @ CLE,0,0,203493,Reggie,Bullock,Detroit,0,False,289.0,578.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
41500101,1610612765,Pistons,42015,DET @ CLE,0,0,1626169,Stanley,Johnson,Detroit,0,False,493.5,987.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,2210,Richard,Jefferson,Cleveland,1,False,351.0,1404.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,2544,LeBron,James,Cleveland,1,True,794.6999999999999,2384.1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,2563,Dahntay,Jones,Cleveland,1,False,73.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,2592,James,Jones,Cleveland,1,False,73.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,2747,JR,Smith,Cleveland,1,True,516.25,2065.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,101112,Channing,Frye,Cleveland,1,False,220.66666666666666,662.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,201567,Kevin,Love,Cleveland,1,True,475.75,1903.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,202389,Timofey,Mozgov,Cleveland,1,False,546.9,546.9,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,202681,Kyrie,Irving,Cleveland,1,True,674.0,2022.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,202684,Tristan,Thompson,Cleveland,1,True,401.5,803.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,202697,Iman,Shumpert,Cleveland,1,False,356.6666666666667,1070.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,203521,Matthew,Dellavedova,Cleveland,1,False,330.25,1321.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
41500102,1610612739,Cavaliers,42015,CLE vs. DET,1,0,203895,Jordan,McRae,Cleveland,1,False,73.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,2581,Steve,Blake,Detroit,0,False,285.5,571.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,201229,Anthony,Tolliver,Detroit,0,False,187.0,561.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,201975,Jodie,Meeks,Detroit,0,False,101.0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,202694,Marcus,Morris Sr.,Detroit,0,True,511.5,2046.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,202699,Tobias,Harris,Detroit,0,True,493.0,1972.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,202704,Reggie,Jackson,Detroit,0,True,736.0,2208.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,203083,Andre,Drummond,Detroit,0,True,728.0,2184.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,203382,Aron,Baynes,Detroit,0,False,192.5,385.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,203484,Kentavious,Caldwell-Pope,Detroit,0,True,1116.0,2232.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,203493,Reggie,Bullock,Detroit,0,False,246.03333333333333,738.1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,203915,Spencer,Dinwiddie,Detroit,0,False,101.0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41500102,1610612765,Pistons,42015,DET @ CLE,0,0,1626169,Stanley,Johnson,Detroit,0,False,260.18,1300.9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
41500103,1610612739,Cavaliers,42015,CLE @ DET,1,0,2210,Richard,Jefferson,Cleveland,0,False,284.3333333333333,853.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41500103,1610612739,Cavaliers,42015,CLE @ DET,1,0,2544,LeBron,James,Cleveland,0,True,643.75,2575.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
41500103,1610612739,Cavaliers,42015,CLE @ DET,1,0,2747,JR,Smith,Cleveland,0,True,740.3333333333334,2221.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
41500103,1610612739,Cavaliers,42015,CLE @ DET,1,0,101112,Channing,Frye,Cleveland,0,False,258.5,517.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
41500103,1610612739,Cavaliers,42015,CLE @ DET,1,0,201567,Kevin,Love,Cleveland,0,True,580.475,2321.9,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0
41500103,1610612739,Cavaliers,42015,CLE @ DET,1,0,202681,Kyrie,Irving,Cleveland,0,True,787.6666666666666,2363.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
41500103,1610612739,Cavaliers,42015,CLE @ DET,1,0,202684,Tristan,Thompson,Cleveland,0,True,624.3333333333334,1873.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
41500103,1610612739,Cavaliers,42015,CLE @ DET,1,0,202697,Iman,Shumpert,Cleveland,0,False,174.77499999999998,699.0999999999999,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
41500103,1610612739,Cavaliers,42015,CLE @ DET,1,0,203521,Matthew,Dellavedova,Cleveland,0,False,325.6666666666667,977.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
41500103,1610612765,Pistons,42015,DET vs. CLE,0,0,2581,Steve,Blake,Detroit,1,False,264.5,529.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
41500103,1610612765,Pistons,42015,DET vs. CLE,0,0,201229,Anthony,Tolliver,Detroit,1,False,335.0,670.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
41500103,1610612765,Pistons,42015,DET vs. CLE,0,0,202694,Marcus,Morris Sr.,Detroit,1,True,783.6666666666666,2351.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
41500103,1610612765,Pistons,42015,DET vs. CLE,0,0,202699,Tobias,Harris,Detroit,1,True,842.6666666666666,2528.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
41500103,1610612765,Pistons,42015,DET vs. CLE,0,0,202704,Reggie,Jackson,Detroit,1,True,783.6666666666666,2351.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
41500103,1610612765,Pistons,42015,DET vs. CLE,0,0,203083,Andre,Drummond,Detroit,1,True,407.75,1631.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41500103,1610612765,Pistons,42015,DET vs. CLE,0,0,203382,Aron,Baynes,Detroit,1,False,190.42,952.1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1
41500103,1610612765,Pistons,42015,DET vs. CLE,0,0,203484,Kentavious,Caldwell-Pope,Detroit,1,True,1281.0,2562.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41500103,1610612765,Pistons,42015,DET vs. CLE,0,0,1626169,Stanley,Johnson,Detroit,1,False,206.47500000000002,825.9000000000001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
41500104,1610612739,Cavaliers,42015,CLE @ DET,1,0,2210,Richard,Jefferson,Cleveland,0,False,332.0,996.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
41500104,1610612739,Cavaliers,42015,CLE @ DET,1,0,2544,LeBron,James,Cleveland,0,True,829.0,2487.0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
41500104,1610612739,Cavaliers,42015,CLE @ DET,1,0,2747,JR,Smith,Cleveland,0,True,530.75,2123.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
41500104,1610612739,Cavaliers,42015,CLE @ DET,1,0,101112,Channing,Frye,Cleveland,0,False,268.4,536.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
41500104,1610612739,Cavaliers,42015,CLE @ DET,1,0,201567,Kevin,Love,Cleveland,0,True,519.1,2076.4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0
41500104,1610612739,Cavaliers,42015,CLE @ DET,1,0,202681,Kyrie,Irving,Cleveland,0,True,808.2666666666668,2424.8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
41500104,1610612739,Cavaliers,42015,CLE @ DET,1,0,202684,Tristan,Thompson,Cleveland,0,True,575.55,2302.2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
41500104,1610612739,Cavaliers,42015,CLE @ DET,1,0,202697,Iman,Shumpert,Cleveland,0,False,187.86666666666665,563.5999999999999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
41500104,1610612739,Cavaliers,42015,CLE @ DET,1,0,203521,Matthew,Dellavedova,Cleveland,0,False,296.73333333333335,890.2000000000002,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
41500104,1610612765,Pistons,42015,DET vs. CLE,0,0,2581,Steve,Blake,Detroit,1,False,317.0,634.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
41500104,1610612765,Pistons,42015,DET vs. CLE,0,0,201229,Anthony,Tolliver,Detroit,1,False,341.20000000000005,341.20000000000005,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41500104,1610612765,Pistons,42015,DET vs. CLE,0,0,202694,Marcus,Morris Sr.,Detroit,1,True,373.6,1868.0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1
41500104,1610612765,Pistons,42015,DET vs. CLE,0,0,202699,Tobias,Harris,Detroit,1,True,825.6666666666666,2477.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
41500104,1610612765,Pistons,42015,DET vs. CLE,0,0,202704,Reggie,Jackson,Detroit,1,True,748.6666666666666,2246.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
41500104,1610612765,Pistons,42015,DET vs. CLE,0,0,203083,Andre,Drummond,Detroit,1,True,626.0,1878.0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
41500104,1610612765,Pistons,42015,DET vs. CLE,0,0,203382,Aron,Baynes,Detroit,1,False,306.4,612.8,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
41500104,1610612765,Pistons,42015,DET vs. CLE,0,0,203484,Kentavious,Caldwell-Pope,Detroit,1,True,1284.0,2568.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41500104,1610612765,Pistons,42015,DET vs. CLE,0,0,1626169,Stanley,Johnson,Detroit,1,False,443.75,1775.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41500111,1610612754,Pacers,42015,IND @ TOR,1,0,101133,Ian,Mahinmi,Indiana,0,True,198.2,991.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
41500111,1610612754,Pacers,42015,IND @ TOR,1,0,101139,CJ,Miles,Indiana,0,False,555.85,1111.7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
41500111,1610612754,Pacers,42015,IND @ TOR,1,0,101145,Monta,Ellis,Indiana,0,True,439.425,1757.7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
41500111,1610612754,Pacers,42015,IND @ TOR,1,0,201155,Rodney,Stuckey,Indiana,0,False,289.7,1158.8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
41500111,1610612754,Pacers,42015,IND @ TOR,1,0,201588,George,Hill,Indiana,0,True,625.3333333333334,1876.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
41500111,1610612754,Pacers,42015,IND @ TOR,1,0,201941,Jordan,Hill,Indiana,0,False,288.0,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
