GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041400101,2,2207,Joe Johnson,1610612751,Brooklyn Nets,1,11,38,Made Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-54,41,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,3,2594,Kyle Korver,1610612737,Atlanta Hawks,1,11,21,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,124,209,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,4,101114,Deron Williams,1610612751,Brooklyn Nets,1,10,54,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,31,225,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,6,200794,Paul Millsap,1610612737,Atlanta Hawks,1,10,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-90,19,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,8,201143,Al Horford,1610612737,Atlanta Hawks,1,10,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,0,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,15,203900,Markel Brown,1610612751,Brooklyn Nets,1,9,56,Made Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,37,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,18,2207,Joe Johnson,1610612751,Brooklyn Nets,1,9,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,173,183,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,20,201952,Jeff Teague,1610612737,Atlanta Hawks,1,9,26,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,50,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,21,201152,Thaddeus Young,1610612751,Brooklyn Nets,1,9,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,20,56,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,29,201572,Brook Lopez,1610612751,Brooklyn Nets,1,9,7,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,31,201572,Brook Lopez,1610612751,Brooklyn Nets,1,9,4,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,3,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,32,200794,Paul Millsap,1610612737,Atlanta Hawks,1,8,46,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,99,134,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,36,200794,Paul Millsap,1610612737,Atlanta Hawks,1,8,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,1,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,37,203900,Markel Brown,1610612751,Brooklyn Nets,1,7,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-209,116,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,39,2207,Joe Johnson,1610612751,Brooklyn Nets,1,7,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,89,132,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,40,203900,Markel Brown,1610612751,Brooklyn Nets,1,7,47,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,42,201952,Jeff Teague,1610612737,Atlanta Hawks,1,7,34,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,43,201143,Al Horford,1610612737,Atlanta Hawks,1,7,32,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-2,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,46,201960,DeMarre Carroll,1610612737,Atlanta Hawks,1,7,13,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,23,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,47,201960,DeMarre Carroll,1610612737,Atlanta Hawks,1,7,10,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,12,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,51,2207,Joe Johnson,1610612751,Brooklyn Nets,1,6,51,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,69,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,53,201952,Jeff Teague,1610612737,Atlanta Hawks,1,6,36,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-48,6,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,58,201960,DeMarre Carroll,1610612737,Atlanta Hawks,1,6,8,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,36,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,59,202711,Bojan Bogdanovic,1610612751,Brooklyn Nets,1,5,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,193,148,1,0,20150419,ATL,BKN
Shot Chart Detail,0041400101,60,201572,Brook Lopez,1610612751,Brooklyn Nets,1,5,43,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,71,201152,Thaddeus Young,1610612751,Brooklyn Nets,1,5,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,13,241,1,0,20150419,ATL,BKN
